1 / U2,special,különleges
1 / U2,study,tanulni
1 / U2,summer,nyár
1 / U2,usually,általában
1 / U2,visit people,embereket meglátogatni
1 / U2,wash my face,arcot mosni
1 / U2,wash the dishes,mosogatni
1 / U2,watch videos or TV,videót nézni
1 / U2,wear crazy clothes or costumes,őrült ruhákat vagy jelmezeket viselni
1 / U2,website,weboldal
1 / U3,about,körülbelül
1 / U3,adopt,fogadj örökbe
1 / U3,amazing,elképesztő
1 / U3,around,körül
1 / U3,article,cikk
1 / U3,backwards,visszafelé
1 / U3,bat,denevér
1 / U3,bear,medve
1 / U3,beautiful,gyönyörű
1 / U3,become extinct,kihal
1 / U3,between,között
1 / U3,butterfly,pillangó
1 / U3,camel,teve
1 / U3,caribou,karibu
1 / U3,cat,macska
1 / U3,climbing wall,mászófal
1 / U3,close-up,közeli
1 / U3,colorful,színes
1 / U3,common,gyakori
1 / U3,communicate,kommunikál
1 / U3,creature,lény
1 / U3,crocodile,krokodil
1 / U3,dance salsa,tánc salsa
1 / U3,danger,veszély
1 / U3,dog,kutya
1 / U3,drink,ital
1 / U3,dull,unalmas
1 / U3,eagle,sas
1 / U3,eat,enni
1 / U3,elephant,elefánt
1 / U3,explain,magyarázat
1 / U3,farming,gazdálkodás
1 / U3,film star,filmsztár
1 / U3,fish,hal
1 / U3,fishing,horgászat
1 / U3,fly,légy
1 / U3,for eample,például
1 / U3,frog,béka
1 / U3,giraffe,zsiráf
1 / U3,gorilla,gorilla
1 / U3,grow,nő
1 / U3,hear,hall
1 / U3,heavy,nehéz
1 / U3,hot dog,hot dog
1 / U3,hounting,vadászat
1 / U3,jump,ugrás
1 / U3,kill,öl
1 / U3,land,föld
1 / U3,leaflet,szórólap
1 / U3,leg,láb
1 / U3,like,tetszik
1 / U3,list,lista
1 / U3,live,él
1 / U3,many,sok
1 / U3,move,mozgás
1 / U3,musical instrument,hangszer
1 / U3,national park,nemzeti park
1 / U3,North Pole,Északi-sark
1 / U3,octopus,polip
1 / U3,ostrich,strucc
1 / U3,panda,panda
1 / U3,planet,bolygó
1 / U3,pollution,szennyezés
1 / U3,protect,véd
1 / U3,quickly,gyorsan
1 / U3,rabbit,nyúl
1 / U3,rare,ritka
1 / U3,rat,patkány
1 / U3,run,futás
1 / U3,scorpion,skorpió
1 / U3,see,lát
1 / U3,situation,helyzet
1 / U3,snake,kígyó
1 / U3,South Pole,Déli-sark
1 / U3,species,faj
1 / U3,spider,pók
1 / U3,strong,erős
1 / U3,such as,ilyen mint
1 / U3,survive,túlélő
1 / U3,swim,úszó
1 / U3,tail,farok
1 / U3,team,csapat
1 / U3,weird,furcsa
1 / U3,whale,bálna
1 / U3,wildlife,vadvilág
1 / U3,wildlife programme,vadvédelmi program
1 / U3,wing,szárny
1 / U3,wolf,farkas
1 / U3,world,világ
1 / U4,Arabic,arab
1 / U4,ask questions,kérdések feltevése
1 / U4,boarding school,bentlakásos iskola
1 / U4,boat,hajó
1 / U4,business studies,üzleti tanulmányok
1 / U4,check,ellenőrzés
1 / U4,class,óra
1 / U4,comic,képregény
1 / U4,complusory,kötelező
1 / U4,concentrate,koncentráció
1 / U4,difficult,nehéz
1 / U4,English,angol
1 / U4,annoy,idegesít
1 / U4,exam,vizsga
1 / U4,exchange programme,csereprogram
1 / U4,genius,zseniális
1 / U4,geography,földrajz
1 / U4,grammar,nyelvtan
1 / U4,great,nagyszerű
1 / U4,history,történelem
1 / U4,homework,házi feladat
1 / U4,ICT (Information and Communication Technology),IKT (információs és kommunikációs technológia)
1 / U4,Italian,olasz
1 / U4,know,ismer
1 / U4,language,nyelv
1 / U4,learn,tanulni
1 / U4,listen to,hallgatni
1 / U4,listening,hallgatni
1 / U4,make notes,jegyzetet írni
1 / U4,Mandarin,mandarin
1 / U4,maths,matek
1 / U4,medium-sized,közepes méretű
1 / U4,mime,pantomim
1 / U4,mosquito,szúnyog
1 / U4,notebook,füzet
1 / U4,PE (Physical Education),testnevelés
1 / U4,practical,gyakorlati
1 / U4,practice,gyakorlat
1 / U4,primary school,általános iskola
1 / U4,project,projekt
1 / U4,pronunciation,kiejtés
1 / U4,PSHE (Personal Social and Health Education),PSHE (Személyes szociális és egészségnevelés)
1 / U4,read,olvas
1 / U4,repeat,ismétlés
1 / U4,revise,átismétlés
1 / U4,Russian,orosz
1 / U4,secondary school,középiskola
1 / U4,science,természettudomány
1 / U4,Spanish,spanyol
1 / U4,speaking,beszéd
1 / U4,spell,helyesírás
1 / U4,strict,szigorú
1 / U4,subject,tantárgy
1 / U4,teacher,tanár
1 / U4,textbook,tankönyv
1 / U4,tomorrow,holnap
1 / U4,traditional,hagyományos
1 / U4,understand,megértés
1 / U4,uniform,egyenruha
1 / U4,vocabulary,szókincs
1 / U4,woodwork,famegmunkálás
1 / U4,wordlist,szójegyzék
1 / U4,write,írni
1 / U4,writing,írás
1 / U5,active,aktív
1 / U5,advice,tanács
1 / U5,after that,utána
1 / U5,apple,alma
1 / U5,beans,bab
1 / U5,blog,blog
1 / U5,bowl,tál
1 / U5,bread,kenyér
1 / U5,hamburger,hamburger
1 / U5,cent,cent
1 / U5,cheese,sajt
1 / U5,chicken,csirke
1 / U5,chips,sültkrumpli
1 / U5,chop,aprítás
1 / U5,cook,főzés
1 / U5,couch,kanapé
1 / U5,crisps,chips
1 / U5,dessert,desszert
1 / U5,dish,étel
1 / U5,dollar,dollár
1 / U5,drink,ital
1 / U5,egg,tojás
1 / U5,euro,euró
1 / U5,fat,zsír
1 / U5,finally,végül
1 / U5,first,első
1 / U5,fit,fitt
1 / U5,fizzy drink,szénsavas ital
1 / U5,fridge,hűtőszekrény
1 / U5,fruit,gyümölcs
1 / U5,grapes,szőlő
1 / U5,habit,szokás
1 / U5,health,egészség
1 / U5,healthy,egészséges
1 / U5,hungry,éhes
1 / U5,ill,beteg
1 / U5,ingredient,hozzávaló
1 / U5,juice,lé
1 / U5,lamb,bárány
1 / U5,lasagne,lasagne
1 / U5,last,utolsó
1 / U5,lazy,lusta
1 / U5,lifestyle,életmód
1 / U5,lunchbox,uzsonnásdoboz
1 / U5,main course,főétel
1 / U5,marathon,maraton
1 / U5,meat,hús
1 / U5,mind,elme
1 / U5,mineral water,ásványvíz
1 / U5,next,következő
1 / U5,nuts,diófélék
1 / U5,olive,olíva
1 / U5,option,opció
1 / U5,pasta,tészta
1 / U5,pear,körte
1 / U5,pence,penny
1 / U5,pepper,bors
1 / U5,pound,font
1 / U5,raisin,mazsola
1 / U5,rice,rizs
1 / U5,salad,saláta
1 / U5,sandwich,szendvics
1 / U5,serve,tálalás
1 / U5,snack,nassolnivaló
1 / U5,soup,leves
1 / U5,starter,előétel
1 / U5,sumo wrestler,szumó birkózó
1 / U5,sweets,édesség
1 / U5,taste,ízlés
1 / U5,tasty,ízletes
1 / U5,temperature,hőmérséklet
1 / U5,thirsty,szomjas
1 / U5,tired,fáradt
1 / U5,train,vonat
1 / U5,tuna,tonhal
1 / U5,typical,tipikus
1 / U5,unfit,nem fitt
1 / U5,unhealthy,egészségtelen
1 / U5,vegetable,zöldség
1 / U5,vegetarian,vegetáriánus
1 / U5,vending machine,árusítóautomata
1 / U5,vitamin,vitamin
1 / U5,water,víz
1 / U5,well (adj),kút (mn.)
1 / U5,well (adv),jót (adv)
1 / U5,worry,aggódj
1 / U5,yoghurt,joghurt
1 / U6,athlete,sportoló
1 / U6,athletics,atlétika
1 / U6,basketball,kosárlabda
1 / U6,battle,csata
1 / U6,become,válni
1 / U6,break a record,rekordot megdönteni
1 / U6,brilliant,zseniális
1 / U6,bronze,bronz
1 / U6,career,karrier
1 / U6,change,váltás
1 / U6,champion,bajnok
1 / U6,climbing,mászás
1 / U6,complete,teljes
1 / U6,competition,verseny
1 / U6,competitor,versenyző
1 / U6,crazy,őrült
1 / U6,dollar,dollár
1 / U6,event,esemény
1 / U6,fan,rajongó
1 / U6,football,futball
1 / U6,goal,gól
1 / U6,gold,arany
1 / U6,golf,golf
1 / U6,gymnastics,torna
1 / U6,hockey,hoki
1 / U6,horse-riding,lovaglás
1 / U6,ice hockey,jégkorong
1 / U6,internet,internet
1 / U6,journey,utazás
1 / U6,junior,junior
1 / U6,last,utolsó
1 / U6,match,mérkőzés
1 / U6,medal,érem
1 / U6,medallist,érmes
1 / U6,messenger,hírvivő
1 / U6,moment,pillanat
1 / U6,news,hírek
1 / U6,Olympics,olimpia
1 / U6,player,játékos
1 / U6,race,verseny
1 / U6,rugby,rögbi
1 / U6,sailing,vitorlázás
1 / U6,score,eredmény
1 / U6,silver,ezüst
1 / U6,skiing,síelés
1 / U6,spectator,néző
1 / U6,spend,költés
1 / U6,sprint,sprint
1 / U6,stadium,stadion
1 / U6,starter,kezdőjátékos
1 / U6,strange,furcsa
1 / U6,swimming,úszás
1 / U6,tabletennis,asztalitenisz
1 / U6,tennis,tenisz
1 / U6,text,szöveg
1 / U6,travel,utazás
1 / U6,trip,kirándulás
1 / U6,volleyball,röplabda
1 / U6,war,háború
1 / U6,watch,nézés
1 / U6,win,győzelem
1 / U6,winner,győztes
1 / U6,wrestling,birkózás
1 / U7,actor,színész
1 / U7,actress,színésznő
1 / U7,apostrophe,aposztróf
1 / U7,apparently,látszólag
1 / U7,avatar,avatár
1 / U7,average,átlagos
1 / U7,bald,kopasz
1 / U7,beard,szakáll
1 / U7,black,fekete
1 / U7,blonde,szőke
1 / U7,build,épít
1 / U7,capital letter,nagybetű
1 / U7,collect,gyűjt
1 / U7,comma,vessző
1 / U7,curly,göndör
1 / U7,cute,aranyos
1 / U7,dark brown,sötétbarna
1 / U7,description,leírás
1 / U7,die,meghalni
1 / U7,exactl,pontos
1 / U7,exlamation mark,felkiáltójel
1 / U7,film director,filmrendező
1 / U7,full stop,pont
1 / U7,gentle,gyengéd
1 / U7,get a job,munkát vállalni
1 / U7,get a qualification,képzettséget szerezni
1 / U7,get married,házasodni
1 / U7,giant,óriás
1 / U7,glasses,szemüveg
1 / U7,go to school,iskolába járni
1 / U7,go to university,egyetemre járni
1 / U7,green,zöld
1 / U7,grey,szürke
1 / U7,grow up,felnőni
1 / U7,have children,gyerekeket vállalni
1 / U7,height,magasság
1 / U7,italics,dőlt
1 / U7,key moment,kulcspillanat
1 / U7,leave school,elhagyni az iskolát
1 / U7,light brown,világosbarna
1 / U7,logical order,logikus sorrend
1 / U7,long,hosszú
1 / U7,moustache,bajusz
1 / U7,omit,kihagyni
1 / U7,overweight,túlsúlyos
1 / U7,personal life,magánélet
1 / U7,question mark,kérdőjel
1 / U7,react,reagálni
1 / U7,red,piros
1 / U7,round,kerek
1 / U7,sad,szomorú
1 / U7,short,alacsony
1 / U7,skin,bőr
1 / U7,slim,karcsú
1 / U7,spiky,tüskés
1 / U7,square,szögletes
1 / U7,straight,egyenes
1 / U7,sunglasses,napszemüveg
1 / U7,surfing,szörfözés
1 / U7,take,vesz
1 / U7,thin,vékony
1 / U7,truck driver,teherautó-sofőr
1 / U7,tutor,korrepetitor
1 / U8,autumn,ősz
1 / U8,camping,kempingezés
1 / U8,campsite,táborhely
1 / U8,carry,cipelés
1 / U8,cloudy,felhős
1 / U8,cold,hideg
1 / U8,continent,kontinens
1 / U8,cool,hűvös
1 / U8,cruise,hajózás
1 / U8,cyclist,kerékpáros
1 / U8,foggy,ködös
1 / U8,get wet,vizes lesz
1 / U8,go away,elmegy
1 / U8,guidebook,útmutató
1 / U8,hot,forró
1 / U8,huge,hatalmas
1 / U8,ice hockey,jégkorong
1 / U8,icy,jeges
1 / U8,insect spray,rovarspray
1 / U8,lightning,villámlás
1 / U8,lottery,lottó
1 / U8,lucky,szerencsés
1 / U8,outdoor,szabadtéri
1 / U8,penguin,pingvin
1 / U8,penknife,zsebkéses bicska
1 / U8,phrasebook,kifejezésgyűjtemény
1 / U8,picnic,piknik
1 / U8,plan,terv
1 / U8,polar bear,jegesmedve
1 / U8,post a comment,hozzászólás írása
1 / U8,probably,valószínűleg
1 / U8,promise,ígéret
1 / U8,rainy,esős
1 / U8,rucksack,hátizsák
1 / U8,shampoo,sampon
1 / U8,sleeping bag,hálózsák
1 / U8,snowy,havas
1 / U8,soap,szappan
1 / U8,spring,tavasz
1 / U8,stay,maradj
1 / U8,stormy,viharos
1 / U8,suitcase,bőrönd
1 / U8,sun cream,naptej
1 / U8,sunny,napos
1 / U8,surfing,szörfözés
1 / U8,swimming costume,úszóruha
1 / U8,tent,sátor
1 / U8,thunder,mennydörgés
1 / U8,toothbrush,fogkefe
1 / U8,toothpaste,fogkrém
1 / U8,torch,zseblámpa
1 / U8,towel,törölköző
1 / U8,trunks,törzsek
1 / U8,washbag,mosdózsák
1 / U8,water bottle,vizespalack
1 / U8,waterproofs,vízálló ruhák
1 / U8,weather,időjárás
1 / U8,weigh,súlyzó
1 / U8,wet,nedves
1 / U8,wind,szél
1 / U8,windy,szeles
1 / U8,winter,tél
1 / Shops,bookshop,könyvesbolt
1 / Shops,butcher's,hentesüzlet
1 / Shops,chemist's,gyógyszertár
1 / Shops,fishmonger's,halárus
1 / Shops,baker's,pékség
1 / Shops,clothes shop,ruhabolt
1 / Shops,greengrocer's,zöldségbolt
1 / Shops,newsagent's,újságos
1 / Rooms,kitchen,konyha
1 / Rooms,study,dolgozószoba
1 / Rooms,living room,nappali
1 / Rooms,garden,kert
1 / Rooms,bedroom,hálószoba
1 / Rooms,dining room,étkező
1 / Rooms,bathroom,fürdőszoba
1 / Rooms,garage,garázs
1 / Bodyparts,head,fej
1 / Bodyparts,neck,nyak
1 / Bodyparts,hair,haj
1 / Bodyparts,eye,szem
1 / Bodyparts,nose,orr
1 / Bodyparts,mouth,száj
1 / Bodyparts,hand,kéz
1 / Bodyparts,foot,láb
1 / Bodyparts,leg,lábszár
1 / Bodyparts,ankle,boka
1 / Bodyparts,back,hát
1 / Bodyparts,arm,kar
1 / Bodyparts,elbow,könyök
1 / Jobs,farmer,gazda
1 / Jobs,artist,művész
1 / Jobs,business woman,üzletasszony
1 / Jobs,builder,építőipari építőmester
1 / Jobs,dentist,fogorvos
1 / Jobs,engineer,mérnök
1 / Jobs,lawyer,ügyvéd
1 / Jobs,shop assistant,bolti eladó
1 / Jobs,fireman,tűzoltó
1 / Jobs,policeman,rendőr
1 / Cooking verbs,bake,sütés
1 / Cooking verbs,fry,sütés
1 / Cooking verbs,heat,melegítés
1 / Cooking verbs,mix,keverés
1 / Cooking verbs,boil,főzés
1 / Cooking verbs,cute,aranyos
1 / Cooking verbs,roast,sütés
1 / Cooking verbs,grill,grillezés
1 / Sports equipment,ball,labda
1 / Sports equipment,bat,baseball ütő
1 / Sports equipment,net,háló
1 / Sports equipment,skateboard,gördeszka
1 / Sports equipment,racket,teniszütő
1 / Sports equipment,stick,bot
1 / Sports equipment,surfboard,szörfdeszka
1 / Sports equipment,skates,korcsolya
1 / Life events,make friends,barátkozás
1 / Life events,do a course,tanfolyam elvégzése
1 / Life events,take an exam,vizsgázás
1 / Life events,buy a house,házvásárlás
1 / Life events,move house,költözik
1 / Life events,retire,nyugdíjba vonulás
2 / Starter,afternoon,délután
2 / Starter,art,művész
2 / Starter,atmosphere,légkör
2 / Starter,aunt,néni
2 / Starter,baby,baba
2 / Starter,backpack,hátizsák
2 / Starter,biology,biológia
2 / Starter,block,tömb
2 / Starter,book,könyv
2 / Starter,break,szünet
2 / Starter,brother,testvér
2 / Starter,chemistry,kémia
2 / Starter,child,gyermek
2 / Starter,class,osztály
2 / Starter,classmate,osztálytárs
2 / Starter,copy,másolat
2 / Starter,cousin,unokatestvér
2 / Starter,crazy,őrült
2 / Starter,cute,csinos
2 / Starter,dad,apu
2 / Starter,daughter,lánya
2 / Starter,definitely,határozottan
2 / Starter,double,kettős
2 / Starter,examam,vizsga
2 / Starter,excercise,gyakorlat
2 / Starter,field,mező
2 / Starter,finally,végül
2 / Starter,funny,vicces
2 / Starter,forniture,bútor
2 / Starter,geography,földrajz
2 / Starter,granddaughter,unoka
2 / Starter,grandfather,nagyapa
2 / Starter,grandmother,nagymama
2 / Starter,grandson,unokája
2 / Starter,history,történelem
2 / Starter,homework,házi feladat
2 / Starter,husband,férj
2 / Starter,laboratory,laboratórium
2 / Starter,laptop,laptop
2 / Starter,mark,jel
2 / Starter,maths,matematika
2 / Starter,morning,reggel
2 / Starter,mum,mama
2 / Starter,neat,tiszta
2 / Starter,nephew,unokaöcs
2 / Starter,niece,unokahúg
2 / Starter,notebook,jegyzetfüzet
2 / Starter,notes,jegyzetek
2 / Starter,oxygen,oxigén
2 / Starter,photography,fényképezés
2 / Starter,poster,poszter
2 / Starter,president,elnök
2 / Starter,real,igazi
2 / Starter,room,szoba
2 / Starter,science,tudomány
2 / Starter,sister,nővér
2 / Starter,smelly,büdös
2 / Starter,son,fiú
2 / Starter,spare,tartalék
2 / Starter,star,csillag
2 / Starter,state,állami
2 / Starter,strict,szigorú
2 / Starter,student,diák
2 / Starter,teacher,tanár
2 / Starter,team,csapat
2 / Starter,test,teszt
2 / Starter,tie,nyakkendő
2 / Starter,timetable,menetrend
2 / Starter,tough,kemény
2 / Starter,twin,iker
2 / Starter,uncle,nagybácsi
2 / Starter,welcome,üdvözöl
2 / Starter,wife,feleség
2 / Starter,worry,aggodalom
2 / Starter,zero,nulla
2 / U1,advice,tanács
2 / U1,allow,megenged
2 / U1,annoy,bosszant
2 / U1,at school,az iskolában
2 / U1,at the shops,az üzletekben
2 / U1,athletics,atlétika
2 / U1,bake cake,süteményt sütni
2 / U1,ban,tilalom
2 / U1,be into,benne lenni
2 / U1,bike ride,biciklizés
2 / U1,blog,blog
2 / U1,bothered,zavarta
2 / U1,collect things,dolgokat gyűjteni
2 / U1,do sport,sportolj
2 / U1,draw a picture,rajzolj egy képet
2 / U1,excercise,gyakorlat
2 / U1,explain,megmagyarázni
2 / U1,forum,fórum
2 / U1,free time,szabadidő
2 / U1,dancing,tánc
2 / U1,online,online
2 / U1,riding,lovaglás
2 / U1,shopping,bevásárlás
2 / U1,cinema,mozi
2 / U1,habit,szokás
2 / U1,hobby,hobbi
2 / U1,in a fastfoow restaurant,egy fastfoow étteremben
2 / U1,in bed,az ágyban
2 / U1,in my room,a szobámban
2 / U1,in the car,az autóban
2 / U1,in the countryside,vidéken
2 / U1,in the playground,a játszótéren
2 / U1,in town,a városban
2 / U1,indoors,fedett
2 / U1,let,hagyja
2 / U1,life,élet
2 / U1,listen to music,zenét hallgatni
2 / U1,lucky,szerencsés
2 / U1,mad about,mérges
2 / U1,main,fő-
2 / U1,make videos,videókat készíteni
2 / U1,meet friends,barátokkal találkozni
2 / U1,mind,elme
2 / U1,nan,nan
2 / U1,normal,normál
2 / U1,near,közel
2 / U1,normal,normál
2 / U1,on the bus,a buszon
2 / U1,on the phone,a telefonon
2 / U1,outdoors,szabadban
2 / U1,paint,festék
2 / U1,paint a picture,festeni egy képet
2 / U1,play an instrument,hangszeren játszani
2 / U1,profile,profil
2 / U1,questionnaire,kérdőív
2 / U1,right,jobbra
2 / U1,routine,rutin
2 / U1,rule,szabály
2 / U1,score,pontszám
2 / U1,screen,képernyő
2 / U1,spend,tölt
2 / U1,stay in bed late,maradj későn az ágyban
2 / U1,total,teljes
2 / U1,trainer,edző
2 / U1,walk,séta
2 / U1,watch TV,tévét nézni
2 / U1,webpage,weboldal
2 / U1,weekend,hétvége
2 / U1,write stories,történeteket írni
2 / U2,add,hozzáad
2 / U2,afraid,félni
2 / U2,angry,dühös
2 / U2,be engaged,elkötelezte magát
2 / U2,be busy,elfoglalt
2 / U2,call back,hívja vissza
2 / U2,card,kártya
2 / U2,communication,kommunikáció
2 / U2,compared,összehasonlítva
2 / U2,continue,folytassa
2 / U2,credit,hitel
2 / U2,culture,kultúra
2 / U2,dedicated to,arra szentelt
2 / U2,detail,részlet
2 / U2,dial a number,tárcsázzon egy számot
2 / U2,download a ringtone,csengőhang letöltése
2 / U2,email,email
2 / U2,emoji,emoji
2 / U2,emoticon,hangulatjel
2 / U2,face-to-face conversation,négyszemközti beszélgetés
2 / U2,fact file,tényfájl
2 / U2,feeling,érzés
2 / U2,hang up,tegye le a telefont
2 / U2,hardly,alig
2 / U2,ignore,figyelmen kívül hagyni
2 / U2,play cards,kártyázik
2 / U2,tidy,takaros
2 / U2,play in a band,zenekarban játszani
2 / U2,go hiking,menjen kirándulni
2 / U2,do excercise,gyakorolni
2 / U2,take photos,fényképeket készíteni
2 / U2,important,fontos
2 / U2,instant messeging,azonnali üzenetküldés
2 / U2,international,nemzetközi
2 / U2,interview,interjú
2 / U2,introduction,bevezetés
2 / U2,landline,vezetékes
2 / U2,leave a voicemail,hagyjon hangüzenetet
2 / U2,letter,levél
2 / U2,line,vonal
2 / U2,make it,készítsd el
2 / U2,maybe,talán
2 / U2,mobile phone,mobiltelefon
2 / U2,news,hír
2 / U2,plan,terv
2 / U2,point,pont
2 / U2,pretend,úgy tenni mintha
2 / U2,public place,nyilvános hely
2 / U2,put a speakerphone,tegyen kihangosítót
2 / U2,reception,recepció
2 / U2,report,jelentés
2 / U2,response,válasz
2 / U2,ring,gyűrű
2 / U2,send a text message,küldjön egy szöveges üzenetet
